-DOCSTART- -X- -X- -X-
when O O O
she O O O
learned O O O
she O O O
had O O O
cancer. O O O
After O O O
she O O O
died, O O O
two O O O
years O O O
ago, O O O
Maxi O O O
Lau O O O
decided O O O
to O O O
rebuild O O O
her O O O
own O O O
life. O O O
Leaving O O O
her O O O
job O O O
in O O O
corporate O O O
management, O O O
she O O O
retraced O O O
her O O O
mother's O O O
steps, O O O
learning O O O
to O O O
make O O O
won O B-FOOD B-FOOD
tons O I-FOOD I-FOOD
with O O O
the O O O
same O O O
family O O O
friend. O O O
Three O O O
months O O O
ago, O O O
she O O O
started O O O
Maxi's O B-EST O
as O O O
a O O O
pop-up O B-TYPE B-TYPE
every O O O
evening O O O
but O O O
Thursdays, O O O
taking O O O
over O O O
a O O O
Hong O B-CUISINE B-CUISINE
Kong-style O I-CUISINE I-CUISINE
breakfast O B-TYPE B-TYPE
and O I-TYPE I-TYPE
lunch O I-TYPE I-TYPE
cafe O I-TYPE I-TYPE
owned O O O
by O O O
an O O O
aunt O O O
in O O O
Flushing, O B-LOC B-LOC
Queens. O I-LOC I-LOC
Ms. O O O
Lau O O O
plans O O O
to O O O
set O O O
up O O O
a O O O
noodle O B-TYPE B-TYPE
soup O I-TYPE I-TYPE
shop O I-TYPE I-TYPE
of O O O
her O O O
own O O O
in O O O
another O O O
part O O O
of O O O
Flushing O B-LOC B-LOC
later O O O
this O O O
year. O O O
Until O O O
then, O O O
she O O O
is O O O
making O O O
more O O O
won O B-FOOD B-FOOD
tons O I-FOOD I-FOOD
than O O O
she O O O
expected, O O O
because O O O
customers O O O
keep O O O
coming O O O
back O O O
to O O O
buy O O O
them O O O
by O O O
the O O O
dozen, O O O
frozen. O O O
Ms. O O O
Lau's O O O
won O B-FOOD B-FOOD
tons O I-FOOD I-FOOD
are O O O
filled O O O
with O O O
a O O O
mixture O O O
of O O O
shrimp O B-FOOD B-FOOD
and O O O
pork, O B-FOOD B-FOOD
with O O O
the O O O
emphasis O O O
very O O O
much O O O
on O O O
the O O O
shrimp. O B-FOOD B-FOOD
Each O O O
bite O O O
-- O O O
it O O O
takes O O O
at O O O
least O O O
two O O O
to O O O
finish O O O
off O O O
a O O O
Maxi's O B-EST B-EST
Noodle O I-EST I-EST
won O B-FOOD B-FOOD
ton O I-FOOD I-FOOD
-- O O O
confirms O O O
that O O O
the O O O
shrimp O B-FOOD B-FOOD
are O O O
of O O O
very O O O
high O O O
quality O O O
and O O O
are O O O
cooked O O O
in O O O
a O O O
way O O O
that O O O
keeps O O O
them O O O
unusually O O O
crisp O O O
and O O O
juicy. O O O
You O O O
can O O O
see O O O
their O O O
bodies O O O
glowing O O O
pink O O O
through O O O
the O O O
thin O O O
skins O O O
of O O O
the O O O
wrappers, O B-FOOD O
whose O O O
loose O O O
ends O O O
trail O O O
behind O O O
the O O O
plump, O O O
round O O O
won O B-FOOD B-FOOD
tons O I-FOOD I-FOOD
like O O O
comets' O O O
tails. O O O
   
   
-DOCSTART- -X- -X- -X-
   
The O O O
best O O O
way O O O
to O O O
enter O O O
the O O O
Albanian O B-TYPE B-CUISINE
restaurant O O O
Cka O B-EST B-EST
Ka O I-EST I-EST
Qellu O I-EST I-EST
, O O O
if O O O
not O O O
the O O O
most O O O
direct, O O O
starts O O O
on O O O
Arthur O B-LOC B-LOC
Avenue. O I-LOC I-LOC
Arrive O O O
before O O O
the O O O
fish O B-TYPE B-TYPE
shops O I-TYPE I-TYPE
along O O O
this O O O
famous, O O O
not-quite-faded O O O
Italian O O B-CUISINE
strip O O O
in O O O
the O O O
Bronx O B-LOC B-LOC
take O O O
in O O O
the O O O
iced O O O
clams O B-FOOD B-FOOD
and O O O
octopus O B-FOOD B-FOOD
for O O O
the O O O
night. O O O
Across O O O
from O O O
Dominick's, O B-EST B-EST
turn O O O
into O O O
the O O O
indoor O O O
market O O O
that O O O
Fiorello O O B-EST
La O O I-EST
Guardia O O I-EST
ordered O O O
up. O O O
Move O O O
on O O O
past O O O
the O O O
hand-rolled O O O
cigars O O O
and O O O
the O O O
T-shirts O O O
reflecting O O O
various O O O
tenets O O O
of O O O
Bronx O B-LOC B-LOC
philosophy. O O O
Keep O O O
going O O O
beyond O O O
the O O O
scamorza, O B-FOOD B-FOOD
the O O O
soppressata O B-FOOD B-FOOD
and O O O
the O O O
ready-to-go O O O
heroes, O B-FOOD B-FOOD
and O O O
walk O O O
out O O O
the O O O
door O O O
on O O O
to O O O
Hughes O B-LOC B-LOC
Avenue. O I-LOC I-LOC
Just O O O
to O O O
the O O O
right O O O
is O O O
a O O O
spinning O O O
wheel O O O
that O O O
looks O O O
old O O O
enough O O O
to O O O
have O O O
been O O O
Rumpelstiltskin's O O O
and O O O
next O O O
to O O O
it, O O O
another O O O
door. O O O
Open O O O
it, O O O
walk O O O
inside. O O O
The O O O
short O O O
trip O O O
seems O O O
to O O O
have O O O
taken O O O
you O O O
back O O O
in O O O
time. O O O
The O O O
spinning O O O
wheel O O O
turns O O O
out O O O
to O O O
be O O O
just O O O
one O O O
piece O O O
in O O O
Cka O B-EST B-EST
Ka O I-EST I-EST
Qellu's O I-EST I-EST
collection O O O
of O O O
antique O O O
tools, O O O
stringed O O O
instruments, O O O
yokes, O O O
brass O O O
coffee O O O
mills, O O O
manual O O O
typewriters, O O O
dishes O O O
of O O O
hammered O O O
metal O O O
and O O O
embroidered O O O
costumes O O O
that O O O
the O O O
owner, O O O
Ramiz O O O
Kukaj, O O O
brought O O O
over O O O
from O O O
the O O O
old O O O
country. O O O
Some, O O O
he O O O
says, O O O
go O O O
back O O O
to O O O
the O O O
18th O O O
century. O O O
The O O O
floors O O O
and O O O
walls O O O
seem O O O
to O O O
have O O O
been O O O
airlifted O O O
from O O O
an O O O
Albanian O O O
farmhouse, O O O
and O O O
the O O O
speakers O O O
play O O O
wistful O O O
folk O O O
tunes O O O
on O O O
traditional O O O
instruments, O O O
not O O O
the O O O
modern, O O O
globally O O O
aware O O O
wake-up O O O
calls O O O
of O O O
the O O O
brass O O O
band O O O
Fanfara O O O
Tirana O O O
. O O O
The O O O
restaurant O O O
is O O O
soaked O O O
in O O O
nostalgia. O O O
The O O O
other O O O
reason O O O
for O O O
the O O O
walk O O O
from O O O
Arthur O B-LOC B-LOC
Avenue O I-LOC I-LOC
is O O O
that O O O
it O O O
recapitulates O O O
a O O O
pattern O O O
that's O O O
repeated O O O
throughout O O O
this O O O
neighborhood, O O O
where O O O
the O O O
signs O O O
and O O O
menus O O O
facing O O O
the O O O
street O O O
are O O O
still O O O
written O O O
in O O O
Italian O O O
but O O O
many O O O
of O O O
the O O O
people O O O
in O O O
the O O O
back O O O
rooms, O O O
seasoning O O O
the O O O
sausages O B-FOOD O
and O O O
frying O O O
the O O O
veal O B-FOOD O
cutlets, O I-FOOD O
are O O O
Albanian. O O O
Here O O O
and O O O
there, O O O
those O O O
Albanians O O O
have O O O
brought O O O
a O O O
little O O O
of O O O
their O O O
cuisine O O O
into O O O
those O O O
Italian O O O
businesses. O O O
Cumin-laden O B-FOOD O
suxhuk O I-FOOD B-FOOD
sausages O I-FOOD I-FOOD
hang O O O
to O O O
dry O O O
in O O O
the O O O
salumerias. O B-TYPE B-TYPE
In O O O
some O O O
pizzerias, O B-TYPE B-TYPE
the O O O
burek O B-FOOD B-FOOD
challenges O O O
the O O O
Jamaican O B-CUISINE B-CUISINE
beef O B-FOOD B-FOOD
patty O I-FOOD I-FOOD
for O O O
outsider O O O
meat-pie O B-FOOD B-FOOD
supremacy. O O O
One O O O
such O O O
place, O O O
also O O O
owned O O O
by O O O
Mr. O O O
Kukaj, O O O
is O O O
in O O O
the O O O
Norwood O B-LOC B-LOC
neighborhood O O O
and O O O
is O O O
called O O O
Tradita. O B-EST B-EST
( O O O
Ligaya O O O
Mishan O O O
reviewed O O O
it O O O
in O O O
2017.) O O O
But O O O
if O O O
you O O O
want O O O
a O O O
deep-end O O O
Albanian O B-TYPE B-CUISINE
experience, O O O
Cka O B-EST B-EST
Ka O I-EST I-EST
Qellu, O I-EST I-EST
pronounced O O O
SHA O O O
ka O O O
chell-OO, O O O
is O O O
the O O O
place O O O
to O O O
go. O O O
The O O O
kitchen O O O
does O O O
not O O O
focus O O O
on O O O
the O O O
seafood O B-FOOD O
of O O B-LOC
Albania's O B-LOC I-LOC
Adriatic O B-LOC I-LOC
coast, O I-LOC I-LOC
or O O O
the O O O
more O O O
intensely O O O
Greek- O O O
and O O O
Turkish-leaning O O O
cuisine O O O
of O O O
its O O O
southern O O O
reaches. O O O
Instead, O O O
it O O O
heavily O O O
favors O O O
the O O O
north, O O O
which O O O
shares O O O
many O O O
dishes O O O
with O O O
the O O O
former O O O
components O O O
of O O O
Yugoslavia O O O
that O O O
are O O O
its O O O
neighbors. O O O
In O O O
particular O O O
there O O O
is O O O
a O O O
strong O O O
overlap O O O
with O O O
Kosovo, O O O
home O O O
to O O O
many O O O
ethnic O O O
Albanians O O O
including, O O O
at O O O
one O O O
time, O O O
Mr. O O O
Kukaj O O O
and O O O
his O O O
chef, O O O
Afrim O O O
Kaliqani. O O O
In O O O
their O O O
kitchen, O O O
yogurt O O O
and O O O
cream O O O
are O O O
everywhere, O O O
along O O O
with O O O
curds O O O
of O O O
soft O O O
fresh O O O
cheese O O O
and O O O
triangles O O O
of O O O
creamy, O O O
unsqueaky O O O
feta. O O O
A O O O
good O O O
portion O O O
of O O O
the O O O
menu O O O
could O O O
be O O O
described O O O
as O O O
things O O O
in O O O
a O O O
creamy O O O
white O O O
sauce. O O O
Another, O O O
entirely O O O
different O O O
portion O O O
could O O O
be O O O
described O O O
as O O O
creamy O O O
white O O O
sauce O O O
with O O O
things O O O
in O O O
it. O O O
Included O O O
in O O O
the O O O
second O O O
group O O O
are O O O
some O O O
of O O O
the O O O
dips O O O
that O O O
are O O O
almost O O O
obligatory O O O
at O O O
the O O O
start O O O
of O O O
your O O O
Cka O O O
Ka O O O
Qellu O O O
experience: O O O
tarator, O O O
tart O O O
yogurt O O O
with O O O
minced O O O
cucumbers, O O O
garlic O O O
and O O O
parsley, O O O
similar O O O
to O O O
tzatziki, O O O
but O O O
nearly O O O
as O O O
fluffy O O O
as O O O
whipped O O O
cream; O O O
cream O O O
stirred O O O
with O O O
bits O O O
of O O O
suxhuk O O O
to O O O
give O O O
it O O O
a O O O
pinkish O O O
tint O O O
and O O O
a O O O
suggestion O O O
of O O O
spice; O O O
and O O O
kajmak O O O
, O O O
which O O O
our O O O
server O O O
described O O O
as O O O
"like O O O
butter O O O
for O O O
bread" O O O
and O O O
I O O O
would O O O
say O O O
was O O O
like O O O
crème O O O
fraîche O O O
blended O O O
with O O O
cream O O O
cheese O O O
and O O O
butter. O O O
(In O O O
parts O O O
of O O O
Albania, O O O
it O O O
would O O O
be O O O
made O O O
by O O O
boiling O O O
unpasteurized O O O
milk O O O
from O O O
water O O O
buffalo.) O O O
I O O O
found O O O
myself O O O
dipping O O O
sausages, O O O
vegetables O O O
and O O O
just O O O
about O O O
everything O O O
else O O O
into O O O
the O O O
kajmak, O O O
but O O O
it O O O
is O O O
exceptionally O O O
good O O O
with O O O
a O O O
warm O O O
slice O O O
of O O O
the O O O
bread O O O
that O O O
Cka O O O
Ka O O O
Qellu O O O
bakes O O O
in O O O
the O O O
pizza O O O
oven O O O
that O O O
is O O O
the O O O
first O O O
thing O O O
you O O O
see O O O
when O O O
you O O O
walk O O O
in. O O O
When O O O
the O O O
menu O O O
defines O O O
kacamak O O O
as O O O
"cream O O O
with O O O
polenta," O O O
the O O O
cream O O O
in O O O
question O O O
is O O O
kajmak, O O O
stirred O O O
into O O O
a O O O
fine-grained, O O O
nearly O O O
white O O O
mass O O O
of O O O
cornmeal O O O
that O O O
takes O O O
on O O O
the O O O
lightly O O O
fluffed O O O
quality O O O
of O O O
really O O O
well-made O O O
mashed O O O
potatoes. O O O
Sometimes O O O
there O O O
is O O O
a O O O
creamy O O O
sauce O O O
where O O O
you O O O
don't O O O
expect O O O
one. O O O
Each O O O
slice O O O
of O O O
lecenik, O O O
a O O O
cornbread O O O
with O O O
spinach O O O
and O O O
cottage O O O
cheese O O O
that O O O
is O O O
so O O O
rich O O O
it O O O
is O O O
only O O O
a O O O
few O O O
rungs O O O
in O O O
the O O O
ladder O O O
from O O O
cheesecake, O O O
comes O O O
to O O O
the O O O
table O O O
under O O O
a O O O
spoonful O O O
of O O O
kajmak. O O O
Sometimes O O O
there O O O
is O O O
no O O O
creamy O O O
sauce O O O
where O O O
one O O O
would O O O
do O O O
some O O O
good. O O O
The O O O
restaurant's O O O
version O O O
of O O O
fli, O O O
the O O O
slow-baked, O O O
many-layered O O O
pancake, O O O
is O O O
served O O O
as O O O
a O O O
long, O O O
narrow O O O
wedge O O O
with O O O
no O O O
accompaniment, O O O
although O O O
it O O O
is O O O
somewhat O O O
less O O O
than O O O
fully O O O
tender O O O
and O O O
moist. O O O
Luckily O O O
it O O O
responds O O O
immediately O O O
to O O O
any O O O
spare O O O
yogurt O O O
you O O O
can O O O
forage O O O
from O O O
elsewhere O O O
on O O O
the O O O
table. O O O
The O O O
mantia, O O O
baked O O O
dumplings O O O
filled O O O
with O O O
ground O O O
veal O O O
and O O O
onions, O O O
will O O O
seem O O O
tough O O O
and O O O
dry, O O O
too, O O O
if O O O
you O O O
order O O O
them O O O
alone. O O O
The O O O
same O O O
mantia O O O
cooked O O O
with O O O
yogurt O O O
in O O O
a O O O
clay O O O
dish O O O
will O O O
seem O O O
perfect. O O O
Is O O O
there O O O
another O O O
restaurant O O O
in O O O
New O O O
York O O O
that O O O
makes O O O
as O O O
much O O O
use O O O
of O O O
veal, O O O
and O O O
as O O O
little O O O
of O O O
any O O O
other O O O
meat, O O O
as O O O
Cka O O O
Ka O O O
Qellu? O O O
It O O O
is O O O
the O O O
main O O O
ingredient O O O
in O O O
the O O O
restaurant's O O O
qofte, O O O
ground O O O
and O O O
mixed O O O
with O O O
onions O O O
and O O O
red O O O
pepper; O O O
and O O O
in O O O
its O O O
qebapa, O O O
mild O O O
skinless O O O
sausages O O O
cooked O O O
on O O O
the O O O
grill. O O O
(The O O O
sausages O O O
would O O O
be O O O
called O O O
cevapi O O O
in O O O
other O O O
corners O O O
of O O O
the O O O
Balkans, O O O
where O O O
they O O O
are O O O
likely O O O
to O O O
be O O O
made O O O
from O O O
lamb O O O
or O O O
beef.) O O O
Veal O O O
works O O O
its O O O
way O O O
into O O O
many O O O
of O O O
the O O O
clay-dish O O O
stews, O O O
including O O O
the O O O
veal O O O
tava, O O O
something O O O
like O O O
a O O O
Mediterranean O O O
ratatouille O O O
that O O O
got O O O
itself O O O
entangled O O O
with O O O
a O O O
meat-and-potato O O O
stew O O O
from O O O
another O O O
part O O O
of O O O
Europe. O O O
Rolled O O O
up O O O
with O O O
cheeses O O O
and O O O
smoked O O O
meat, O O O
breaded O O O
and O O O
fried, O O O
veal O O O
also O O O
serves O O O
as O O O
the O O O
filling O O O
for O O O
the O O O
alluring O O O
Skanderbeg. O O O
Named O O O
after O O O
a O O O
great O O O
patriotic O O O
hero O O O
of O O O
the O O O
15th O O O
century, O O O
Skanderbeg O O O
is O O O
generally O O O
called O O O
Albania's O O O
national O O O
dish, O O O
although O O O
its O O O
resemblance O O O
to O O O
a O O O
kayak O O O
made O O O
from O O O
chicken O O O
cordon O O O
bleu O O O
renders O O O
it O O O
something O O O
of O O O
an O O O
outlier O O O
in O O O
the O O O
cuisine. O O O
Ladled O O O
along O O O
its O O O
crunchy, O O O
golden O O O
length O O O
is O O O
-- O O O
please O O O
rise O O O
and O O O
face O O O
Hughes O O O
Avenue O O O
-- O O O
a O O O
creamy O O O
white O O O
sauce. O O O
Eating O O O
all O O O
of O O O
this O O O
without O O O
a O O O
salad O O O
is O O O
unimaginable O O O
and O O O
probably O O O
unadvisable. O O O
Each O O O
of O O O
Cka O O O
Ka O O O
Qellu's O O O
several O O O
salads O O O
seems O O O
to O O O
consist O O O
of O O O
cucumbers, O O O
tomatoes, O O O
red O O O
onions O O O
and O O O
cheese O O O
in O O O
slightly O O O
different O O O
arrangements. O O O
If O O O
the O O O
vegetables O O O
were O O O
any O O O
fresher, O O O
you'd O O O
be O O O
embarrassed O O O
to O O O
eat O O O
them O O O
in O O O
public. O O O
Surprise O O O
appearances O O O
by O O O
olives O O O
and O O O
their O O O
ilk O O O
provide O O O
extra O O O
variety. O O O
Like O O O
the O O O
breads, O O O
the O O O
desserts O O O
are O O O
baked O O O
on O O O
site: O O O
syrup-soaked O O O
baklava, O O O
a O O O
nut O O O
cake O O O
called O O O
haxhimak, O O O
a O O O
sugar O O O
cookie O O O
with O O O
nuts O O O
pressed O O O
into O O O
the O O O
top O O O
whose O O O
Albanian O O O
name O O O
is O O O
sheqerpare. O O O
I O O O
like O O O
them O O O
best O O O
with O O O
coffee O O O
boiled O O O
on O O O
the O O O
stove O O O
in O O O
a O O O
long-handled O O O
brass O O O
pitcher O O O
and O O O
served O O O
on O O O
a O O O
matching O O O
tray, O O O
both O O O
of O O O
them O O O
engraved O O O
with O O O
ancient, O O O
geometric O O O
designs O O O
that O O O
repeat O O O
and O O O
repeat. O O O
Follow O O O
NYT O O O
Food O O O
on O O O
Twitter O O O
and O O O
NYT O O O
Cooking O O O
on O O O
Instagram O O O
, O O O
Facebook O O O
and O O O
Pinterest O O O
. O O O
Get O O O
regular O O O
updates O O O
from O O O
NYT O O O
Cooking, O O O
with O O O
recipe O O O
suggestions, O O O
cooking O O O
tips O O O
and O O O
shopping O O O
advice O O O
. O O O
   
   
-DOCSTART- -X- -X- -X-
   
Before O O O
I O O O
tell O O O
you O O O
about O O O
the O O O
seasonally O O O
attuned O O O
courses O O O
the O O O
chef O O O
Hiroki O O O
Odo O O O
prepares O O O
at O O O
his O O O
new O O O
and O O O
virtuosic O O O
kaiseki O B-TYPE B-TYPE
restaurant, O I-TYPE I-TYPE
Odo, O B-EST B-TYPE
I O O O
want O O O
to O O O
tell O O O
you O O O
about O O O
some O O O
that O O O
he O O O
does O O O
not O O O
prepare. O O O
At O O O
two O O O
points O O O
during O O O
the O O O
March O O O
menu, O O O
a O O O
person O O O
who O O O
is O O O
not O O O
Mr. O O O
Odo O O O
faces O O O
you O O O
across O O O
the O O O
thick O O O
plank O O O
of O O O
Lebanon O O O
cedar O O O
that O O O
forms O O O
the O O O
dining O O O
counter O O O
and O O O
makes O O O
something O O O
for O O O
you. O O O
The O O O
first O O O
time O O O
is O O O
about O O O
halfway O O O
through O O O
the O O O
meal, O O O
when O O O
Seong O O O
Cheol O O O
Byun O O O
shows O O O
up, O O O
shapes O O O
half O O O
a O O O
dozen O O O
pieces O O O
of O O O
sushi O B-FOOD B-FOOD
and O O O
lays O O O
them O O O
down, O O O
one O O O
by O O O
one, O O O
in O O O
front O O O
of O O O
you. O O O
Some O O O
of O O O
his O O O
ingredients, O O O
kept O O O
on O O O
wooden O O O
trays O O O
that O O O
he O O O
carries O O O
from O O O
place O O O
to O O O
place, O O O
are O O O
typical, O O O
like O O O
the O O O
warm O O O
short-grain O B-FOOD B-FOOD
rice O I-FOOD I-FOOD
and O O O
the O O O
dark O O O
nikiri O B-FOOD B-FOOD
that O O O
he O O O
will O O O
brush O O O
over O O O
certain O O O
fish. O B-FOOD B-FOOD
Others O O O
are O O O
less O O O
typical. O O O
The O O O
ginger O B-FOOD B-FOOD
he O O O
mounds O O O
on O O O
your O O O
plate O O O
is O O O
pickled O O O
together O O O
with O O O
sliced O O B-FOOD
lotus O B-FOOD I-FOOD
root O I-FOOD I-FOOD
and O O O
daikon. O B-FOOD B-FOOD
On O O O
March O O O
1, O O O
looking O O O
forward O O O
to O O O
spring, O O O
he O O O
added O O O
cherry O O O
leaves O O O
to O O O
the O O O
mix. O O O
Mr. O O O
Byun, O O O
a O O O
Korean-American, O O O
ferments O O O
daikon, O O O
cabbage O O O
and O O O
sesame O O O
seeds O O O
to O O O
make O O O
white O O O
kimchi, O O O
which O O O
he O O O
wraps O O O
